PRS-B	L.
0	committere
0	coeperunt
0	.

0	Tum
0	demum
PRS-B	Titurius
0	,
0	qui
0	nihil
0	ante
0	providisset
0	,
0	trepidare
0	et
0	concursare
0	cohortesque
0	disponere
0	,
0	haec
0	tamen
0	ipsa
0	timide
0	atque
0	ut
0	eum
0	omnia
0	deficere
0	viderentur
0	;

0	quod
0	plerumque
0	eis
0	accidere
0	consuevit
0	,
0	qui
0	in
0	ipso
0	negotio
0	consilium
0	capere
0	coguntur
0	.

0	At
PRS-B	Cotta
0	,
0	qui
0	cogitasset
0	haec
0	posse
0	in
0	itinere
0	accidere
0	atque
0	ob
0	eam
0	causam
0	profectionis
0	auctor
0	non
0	fuisset
0	,
0	nulla
0	in
0	re
0	communi
0	saluti
0	deerat
0	et
0	in
0	appellandis
0	cohortandisque
0	militibus
0	imperatoris
0	et
0	in
0	pugna
0	militis
0	officia
0	praestabat
0	.

0	Cum
0	propter
0	longitudinem
0	agminis
0	minus
0	facile
0	omnia
0	per
0	se
0	obire
0	et
0	,
0	quid
0	quoque
0	loco
0	faciendum
0	esset
0	,
0	providere
0	possent
0	,
0	iusserunt
0	pronuntiare
0	,
0	ut
0	impedimenta
0	relinquerent
0	atque
0	in
0	orbem
0	consisterent
0	.

0	Quod
0	consilium
0	etsi
0	in
0	eiusmodi
0	casu
0	reprehendendum
0	non
0	est
0	,
0	tamen
0	incommode
0	accidit
0	<COLON>
0	nam
0	et
0	nostris
0	militibus
0	spem
0	minuit
0	et
0	hostes
0	ad
0	pugnam
0	alacriores
0	effecit
0	,
0	quod
0	non
0	sine
0	summo
0	timore
0	et
0	desperatione
0	id
0	factum
0	videbatur
0	.

0	Praeterea
0	accidit
0	,
0	quod
0	fieri
0	necesse
0	erat
0	,
0	ut
0	vulgo
0	milites
0	ab
0	signis
0	discederent
0	,
0	quae
0	quisque
0	eorum
0	carissima
0	haberet
0	,
0	ab
0	impedimentis
0	petere
0	atque
0	arripere
0	properaret
0	,
0	clamore
0	et
0	fletu
0	omnia
0	complerentur
0	.

0	At
0	barbaris
0	consilium
0	non
0	defuit
0	.

0	Nam
0	duces
0	eorum
0	tota
0	acie
0	pronuntiare
0	iusserunt
0	,
0	ne
0	quis
0	ab
0	loco
0	discederet
0	<COLON>
0	illorum
0	esse
0	praedam
0	atque
0	illis
0	reservari
0	quaecumque
GRP-B	Romani
0	reliquissent
0	<COLON>
0	proinde
0	omnia
0	in
0	victoria
0	posita
0	existimarent
0	.

0	Erant
0	et
0	virtute
0	et
0	studio
0	pugnandi
0	pares
0	;

0	nostri
0	,
0	tametsi
0	ab
0	duce
0	et
0	a
0	fortuna
0	deserebantur
0	,
0	tamen
0	omnem
0	spem
0	salutis
0	in
0	virtute
0	ponebant
0	,
0	et
0	quotiens
0	quaeque
0	cohors
0	procurrerat
0	,
0	ab
0	ea
0	parte
0	magnus
0	numerus
0	hostium
0	cadebat
0	.

0	Qua
0	re
0	animadversa
PRS-B	Ambiorix
0	pronuntiari
0	iubet
0	,
0	ut
0	procul
0	tela
0	coniciant
0	neu
0	propius
0	accedant
0	et
0	,
0	quam
0	in
0	partem
GRP-B	Romani
0	impetum
0	fecerint
0	,
0	cedant
0	(
0	levitate
0	armorum
0	et
0	cotidiana
0	exercitatione
0	nihil
0	eis
0	noceri
0	posse
0	)
0	,
0	rursus
0	se
0	ad
0	signa
0	recipientes
0	insequantur
0	.

0	Quo
0	praecepto
0	ab
0	eis
0	diligentissime
0	observato
0	,
0	cum
0	quaepiam
0	cohors
0	ex
0	orbe
0	excesserat
0	atque
0	impetum
0	fecerat
0	,
0	hostes
0	velocissime
0	refugiebant
0	.

0	Interim
0	eam
0	partem
0	nudari
0	necesse
0	erat
0	et
0	ab
0	latere
0	aperto
0	tela
0	recipi
0	.

0	Rursus
0	cum
0	in
0	eum
0	locum
0	unde
0	erant
0	egressi
0	reverti
0	coeperant
0	,
0	et
0	ab
0	eis
0	qui
0	cesserant
0	et
0	ab
0	eis
0	qui
0	proximi
0	steterant
0	circumveniebantur
0	;

0	sin
0	autem
0	locum
0	tenere
0	vellent
0	,
0	nec
0	virtuti
0	locus
0	relinquebatur
0	,
0	neque
0	ab
0	tanta
0	multitudine
0	coniecta
0	tela
0	conferti
0	vitare
0	poterant
0	.

0	Tamen
0	tot
0	incommodis
0	conflictati
0	,
0	multis
0	vulneribus
0	acceptis
0	resistebant
0	et
0	magna
0	parte
0	diei
0	consumpta
0	,
0	cum
0	a
0	prima
0	luce
0	ad
0	horam
0	octavam
0	pugnaretur
0	,
0	nihil
0	quod
0	ipsis
0	esset
0	indignum
0	committebant
0	.

0	Tum
PRS-B	Tito
PRS-I	Balventio
0	,
0	qui
0	superiore
0	anno
0	primum
0	pilum
0	duxerat
0	,
0	viro
0	forti
0	et
0	magnae
0	auctoritatis
0	,
0	utrumque
0	femur
0	tragula
0	traicitur
0	;

PRS-B	Quintus
PRS-I	Lucanius
0	,
0	eiusdem
0	ordinis
0	,
0	fortissime
0	pugnans
0	,
0	dum
0	circumvento
0	filio
0	subvenit
0	,
0	interficitur
0	;

PRS-B	Lucius
PRS-I	Cotta
0	legatus
0	omnes
0	cohortes
0	ordinesque
0	adhortans
0	in
0	adversum
0	os
0	funda
0	vulneratur
0	.

0	His
0	rebus
0	permotus
PRS-B	Quintus
PRS-I	Titurius
0	,
0	cum
0	procul
PRS-B	Ambiorigem
0	suos
0	cohortantem
0	conspexisset
0	,
0	interpretem
0	suum
PRS-B	Gnaeum
PRS-I	Pompeium
0	ad
0	eum
0	mittit
0	rogatum
0	ut
0	sibi
0	militibusque
0	parcat
0	.

0	Ille
0	appellatus
0	respondit
0	<COLON>
0	si
0	velit
0	secum
0	colloqui
0	,
0	licere
0	;

0	sperare
0	a
0	multitudine
0	impetrari
0	posse
0	,
0	quod
0	ad
0	militum
0	salutem
0	pertineat
0	;

0	ipsi
0	vero
0	nihil
0	nocitum
0	iri
0	,
0	inque
0	eam
0	rem
0	se
0	suam
0	fidem
0	interponere
0	.

0	Ille
0	cum
PRS-B	Cotta
0	saucio
0	communicat
0	,
0	si
0	videatur
0	,
0	pugna
0	ut
0	excedant
0	et
0	cum
PRS-B	Ambiorige
0	una
0	colloquantur
0	<COLON>
0	sperare
0	ab
0	eo
0	de
0	sua
0	ac
0	militum
0	salute
0	impetrari
0	posse
0	.

PRS-B	Cotta
0	se
0	ad
0	armatum
0	hostem
0	iturum
0	negat
0	atque
0	in
0	eo
0	perseverat
0	.

PRS-B	Sabinus
0	quos
0	in
0	praesentia
0	tribunos
0	militum
0	circum
0	se
0	habebat
0	et
0	primorum
0	ordinum
0	centuriones
0	se
0	sequi
0	iubet
0	et
0	,
0	cum
0	propius
PRS-B	Ambiorigem
0	accessisset
0	,
0	iussus
0	arma
0	abicere
0	imperatum
0	facit
0	suisque
0	ut
0	idem
0	faciant
0	imperat
0	.

0	Interim
0	,
0	dum
0	de
0	condicionibus
0	inter
0	se
0	agunt
0	longiorque
0	consulto
0	ab
PRS-B	Ambiorige
0	instituitur
0	sermo
0	,
0	paulatim
0	circumventus
0	interficitur
0	.

0	Tum
0	vero
0	suo
0	more
0	victoriam
0	conclamant
0	atque
0	ululatum
0	tollunt
0	impetuque
0	in
0	nostros
0	facto
0	ordines
0	perturbant
0	.

0	Ibi
PRS-B	Lucius
PRS-I	Cotta
0	pugnans
0	interficitur
0	cum
0	maxima
0	parte
0	militum
0	.

0	Reliqui
0	se
0	in
0	castra
0	recipiunt
0	unde
0	erant
0	egressi
0	;

0	ex
0	quibus
PRS-B	Lucius
PRS-I	Petrosidius
0	aquilifer
0	,
0	cum
0	magna
0	multitudine
0	hostium
0	premeretur
0	,
0	aquilam
0	intra
0	vallum
0	proiecit
0	;

0	ipse
0	pro
0	castris
0	fortissime
0	pugnans
0	occiditur
0	.

0	Illi
0	aegre
0	ad
0	noctem
0	oppugnationem
0	sustinent
0	;

0	noctu
0	ad
0	unum
0	omnes
0	desperata
0	salute
0	se
0	ipsi
0	interficiunt
0	.

0	Pauci
0	ex
0	proelio
0	lapsi
0	incertis
0	itineribus
0	per
0	silvas
0	ad
PRS-B	Titum
PRS-I	Labienum
0	legatum
0	in
0	hiberna
0	perveniunt
0	atque
0	eum
0	de
0	rebus
0	gestis
0	certiorem
0	faciunt
0	.

0	Hac
0	victoria
0	sublatus
PRS-B	Ambiorix
0	statim
0	cum
0	equitatu
0	in
GRP-B	Aduatucos
0	,
0	qui
0	erant
0	eius
0	regno
0	finitimi
0	,
0	proficiscitur
0	;

0	neque
0	noctem
0	neque
0	diem
0	intermittit
0	peditatumque
0	se
0	subsequi
0	iubet
0	.

0	Re
0	demonstrata
GRP-B	Aduatucisque
0	concitatis
0	postero
0	die
0	in
GRP-B	Nervios
0	pervenit
0	hortaturque
0	,
0	ne
0	sui
0	in
0	perpetuum
0	liberandi
0	atque
0	ulciscendi
GRP-B	Romanos
0	pro
0	eis
0	quas
0	acceperint
0	iniuriis
0	occasionem
0	dimittant
0	<COLON>
0	interfectos
0	esse
0	legatos
0	duos
0	magnamque
0	partem
0	exercitus
0	interisse
0	demonstrat
0	;

0	nihil
0	esse
0	negoti
0	subito
0	oppressam
0	legionem
0	quae
0	cum
PRS-B	Cicerone
0	hiemet
0	interfici
0	;

0	se
0	ad
0	eam
0	rem
0	profitetur
0	adiutorem
0	.

0	Facile
0	hac
0	oratione
GRP-B	Nerviis
0	persuadet
0	.

0	Itaque
0	confestim
0	dimissis
0	nuntiis
0	ad
GRP-B	Ceutrones
0	,
GRP-B	Grudios
0	,
GRP-B	Levacos
0	,
GRP-B	Pleumoxios
0	,
GRP-B	Geidumnos
0	,
0	qui
0	omnes
0	sub
0	eorum
0	imperio
0	sunt
0	,
0	quam
0	maximas
0	manus
0	possunt
0	cogunt
0	et
0	de
0	improviso
0	ad
PRS-B	Ciceronis
0	hiberna
0	advolant
0	nondum
0	ad
0	eum
0	fama
0	de
PRS-B	Tituri
0	morte
0	perlata
0	.

0	Huic
0	quoque
0	accidit
0	,
0	quod
0	fuit
0	necesse
0	,
0	ut
0	nonnulli
0	milites
0	,
0	qui
0	lignationis
0	munitionisque
0	causa
0	in
0	silvas
0	discessissent
0	,
0	repentino
0	equitum
0	adventu
0	interciperentur
0	.

0	His
0	circumventis
0	magna
0	manu
GRP-B	Eburones
0	,
GRP-B	Nervii
0	,
GRP-B	Aduatuci
0	atque
0	horum
0	omnium
0	socii
0	et
0	clientes
0	legionem
0	oppugnare
0	incipiunt
0	.

0	Nostri
0	celeriter
0	ad
0	arma
0	concurrunt
0	,
0	vallum
0	conscendunt
0	.

0	Aegre
0	is
0	dies
0	sustentatur
0	,
0	quod
0	omnem
0	spem
0	hostes
0	in
0	celeritate
0	ponebant
0	atque
0	hanc
0	adepti
0	victoriam
0	in
0	perpetuum
0	se
0	fore
0	victores
0	confidebant
0	.

0	Mittuntur
0	ad
PRS-B	Caesarem
0	confestim
0	ab
PRS-B	Cicerone
0	litterae
0	magnis
0	propositis
0	praemiis
0	,
0	si
0	pertulissent
0	<COLON>
0	obsessis
0	omnibus
0	viis
0	missi
0	intercipiuntur
0	.

0	Noctu
0	ex
0	materia
0	,
0	quam
0	munitionis
0	causa
0	comportaverant
0	,
0	turres
0	admodum
0	CXX
0	excitantur
0	incredibili
0	celeritate
0	;

0	quae
0	deesse
0	operi
0	videbantur
0	,
0	perficiuntur
0	.

0	Hostes
0	postero
0	die
0	multo
0	maioribus
0	coactis
0	copiis
0	castra
0	oppugnant
0	,
0	fossam
0	complent
0	.

0	Eadem
0	ratione
0	,
0	qua
0	pridie
0	,
0	ab
0	nostris
0	resistitur
0	<COLON>
0	hoc
0	idem
0	reliquis
0	deinceps
0	fit
0	diebus
0	.

0	Nulla
0	pars
0	nocturni
0	temporis
0	ad
0	laborem
0	intermittitur
0	;

0	non
0	aegris
0	,
0	non
0	vulneratis
0	facultas
0	quietis
0	datur
0	.

0	Quaecumque
0	ad
0	proximi
0	diei
0	oppugnationem
0	opus
0	sunt
0	noctu
0	comparantur
0	;

0	multae
0	praeustae
0	sudes
0	,
0	magnus
0	muralium
0	pilorum
0	numerus
0	instituitur
0	;

0	turres
0	contabulantur
0	,
0	pinnae
0	loricaeque
0	ex
0	cratibus
0	attexuntur
0	.

0	Ipse
PRS-B	Cicero
0	,
0	cum
0	tenuissima
0	valetudine
0	esset
0	,
0	ne
0	nocturnum
0	quidem
0	sibi
0	tempus
0	ad
0	quietem
0	relinquebat
0	,
0	ut
0	ultro
0	militum
0	concursu
0	ac
0	vocibus
0	sibi
0	parcere
0	cogeretur
0	.

0	Tunc
0	duces
0	principesque
GRP-B	Nerviorum
0	qui
0	aliquem
0	sermonis
0	aditum
0	causamque
0	amicitiae
0	cum
PRS-B	Cicerone
0	habebant
0	colloqui
0	sese
0	velle
0	dicunt
0	.

0	Facta
0	potestate
0	eadem
0	quae
PRS-B	Ambiorix
0	cum
PRS-B	Titurio
0	egerat
0	commemorant
0	<COLON>
0	omnem
0	esse
0	in
0	armis
GEO-B	Galliam
0	;

GRP-B	Germanos
GEO-B	Rhenum
0	transisse
0	;

PRS-B	Caesaris
0	reliquorumque
0	hiberna
0	oppugnari
0	.

0	Addunt
0	etiam
0	de
PRS-B	Sabini
0	morte
0	<COLON>
PRS-B	Ambiorigem
0	ostentant
0	fidei
0	faciendae
0	causa
0	.

0	Errare
0	eos
0	dicunt
0	,
0	si
0	quidquam
0	ab
0	his
0	praesidi
0	sperent
0	,
0	qui
0	suis
0	rebus
0	diffidant
0	;

0	sese
0	tamen
0	hoc
0	esse
0	in
PRS-B	Ciceronem
0	populumque
GRP-B	Romanum
0	animo
0	,
0	ut
0	nihil
0	nisi
0	hiberna
0	recusent
0	atque
0	hanc
0	inveterascere
0	consuetudinem
0	nolint
0	<COLON>
0	licere
0	illis
0	incolumibus
0	per
0	se
0	ex
0	hibernis
0	discedere
0	et
0	quascumque
0	in
0	partes
0	velint
0	sine
0	metu
0	proficisci
0	.

PRS-B	Cicero
0	ad
0	haec
0	unum
0	modo
0	respondit
0	<COLON>
0	non
0	esse
0	consuetudinem
0	populi
GRP-B	Romani
0	accipere
0	ab
0	hoste
0	armato
0	condicionem
0	<COLON>
0	si
0	ab
0	armis
0	discedere
0	velint
0	,
0	se
0	adiutore
0	utantur
0	legatosque
0	ad
PRS-B	Caesarem
0	mittant
0	;

0	sperare
0	pro
0	eius
0	iustitia
0	,
0	quae
0	petierint
0	,
0	impetraturos
0	.

0	Ab
0	hac
0	spe
0	repulsi
GRP-B	Nervii
0	vallo
0	pedum
0	IX
0	et
0	fossa
0	pedum
0	XV
0	hiberna
0	cingunt
0	.

0	Haec
0	et
0	superiorum
0	annorum
0	consuetudine
0	ab
0	nobis
0	cognoverant
0	et
0	,
0	quosdam
0	de
0	exercitu
0	habebant
0	captivos
0	,
0	ab
0	eis
0	docebantur
0	;

0	sed
0	nulla
0	ferramentorum
0	copia
0	quae
0	esset
0	ad
0	hunc
0	usum
0	idonea
0	,
0	gladiis
0	caespites
0	circumcidere
0	,
0	manibus
0	sagulisque
0	terram
0	exhaurire
0	nitebantur
0	.

0	Qua
0	quidem
0	ex
0	re
0	hominum
0	multitudo
0	cognosci
0	potuit
0	<COLON>
0	nam
0	minus
0	horis
0	tribus
0	milium
0	pedum
0	XV
0	in
0	circuitu
0	munitionem
0	perfecerunt
0	reliquisque
0	diebus
0	turres
0	ad
0	altitudinem
0	valli
0	,
0	falces
0	testudinesque
0	,
0	quas
0	idem
0	captivi
0	docuerant
0	,
0	parare
0	ac
0	facere
0	coeperunt
0	.

0	Septimo
0	oppugnationis
0	die
0	maximo
0	coorto
0	vento
0	ferventes
0	fusili
0	ex
0	argilla
0	glandes
0	fundis
0	et
0	fervefacta
0	iacula
0	in
0	casas
0	,
0	quae
0	more
GRP-B	Gallico
0	stramentis
0	erant
0	tectae
0	,
0	iacere
0	coeperunt
0	.

0	Hae
0	celeriter
0	ignem
0	comprehenderunt
0	et
0	venti
0	magnitudine
0	in
0	omnem
0	locum
0	castrorum
0	distulerunt
0	.

0	Hostes
0	maximo
0	clamore
0	sicuti
0	parta
0	iam
0	atque
0	explorata
0	victoria
0	turres
0	testudinesque
0	agere
0	et
0	scalis
0	vallum
0	ascendere
0	coeperunt
0	.

0	At
0	tanta
0	militum
0	virtus
0	atque
0	ea
0	praesentia
0	animi
0	fuit
0	,
0	ut
0	,
0	cum
0	undique
0	flamma
0	torrerentur
0	maximaque
0	telorum
0	multitudine
0	premerentur
0	suaque
0	omnia
0	impedimenta
0	atque
0	omnes
0	fortunas
0	conflagrare
0	intellegerent
0	,
0	non
0	modo
0	demigrandi
0	causa
0	de
0	vallo
0	decederet
0	nemo
0	,
0	sed
0	paene
0	ne
0	respiceret
0	quidem
0	quisquam
0	,
0	ac
0	tum
0	omnes
0	acerrime
0	fortissimeque
0	pugnarent
0	.

0	Hic
0	dies
0	nostris
0	longe
0	gravissimus
0	fuit
0	;

0	sed
0	tamen
0	hunc
0	habuit
0	eventum
0	,
0	ut
0	eo
0	die
0	maximus
0	numerus
0	hostium
0	vulneraretur
0	atque
0	interficeretur
0	,
0	ut
0	se
0	sub
0	ipso
0	vallo
0	constipaverant
0	recessumque
0	primis
0	ultimi
0	non
0	dabant
0	.

0	Paulum
0	quidem
0	intermissa
0	flamma
0	et
0	quodam
0	loco
0	turri
0	adacta
0	et
0	contingente
0	vallum
0	tertiae
0	cohortis
0	centuriones
0	ex
0	eo
0	,
0	quo
0	stabant
0	,
0	loco
0	recesserunt
0	suosque
0	omnes
0	removerunt
0	,
0	nutu
0	vocibusque
0	hostes
0	,
0	si
0	introire
0	vellent
0	,
0	vocare
0	coeperunt
0	;

0	quorum
0	progredi
0	ausus
0	est
0	nemo
0	.

0	Tum
0	ex
0	omni
0	parte
0	lapidibus
0	coniectis
0	deturbati
0	,
0	turrisque
0	succensa
0	est
0	.

0	Erant
0	in
0	ea
0	legione
0	fortissimi
0	viri
0	,
0	centuriones
0	,
0	qui
0	primis
0	ordinibus
0	appropinquarent
0	,
PRS-B	Titus
PRS-I	Pullo
0	et
PRS-B	Lucius
PRS-I	Vorenus
0	.

0	Hi
0	perpetuas
0	inter
0	se
0	controversias
0	habebant
0	,
0	quinam
0	anteferretur
0	,
0	omnibusque
0	annis
0	de
0	locis
0	summis
0	simultatibus
0	contendebant
0	.

0	Ex
0	his
PRS-B	Pullo
0	,
0	cum
0	acerrime
0	ad
0	munitiones
0	pugnaretur
0	,
0	"
0	Quid
0	dubitas
0	,
0	"
0	inquit
0	,
0	"
PRS-B	Vorene
0	?

0	aut
0	quem
0	locum
0	tuae
0	probandae
0	virtutis
0	exspectas
0	?

0	Hic
0	dies
0	de
0	nostris
0	controversiis
0	iudicabit
0	.
0	"
0	?POSft-lemma=<unknown>
0	cum
0	dixisset
0	,
0	procedit
0	extra
0	munitiones
0	quaque
0	pars
0	hostium
0	confertissma
0	est
0	visa
0	irrumpit
0	.

0	Ne
PRS-B	Vorenus
0	quidem
0	tum
0	sese
0	vallo
0	continet
0	,
0	sed
0	omnium
0	veritus
0	existimationem
0	subsequitur
0	.

0	Mediocri
0	spatio
0	relicto
PRS-B	Pullo
0	pilum
0	in
0	hostes
0	immittit
0	atque
0	unum
0	ex
0	multitudine
0	procurrentem
0	traicit
0	;

0	quo
0	percusso
0	et
0	exanimato
0	hunc
0	scutis
0	protegunt
0	,
0	in
0	hostem
0	tela
0	universi
0	coniciunt
0	neque
0	dant
0	regrediendi
0	facultatem
0	.

0	Transfigitur
0	scutum
PRS-B	Pulloni
0	et
0	verutum
0	in
0	balteo
0	defigitur
0	.

0	Avertit
0	hic
0	casus
0	vaginam
0	et
0	gladium
0	educere
0	conanti
0	dextram
0	moratur
0	manum
0	,
0	impeditumque
0	hostes
0	circumsistunt
0	.

0	Succurrit
0	inimicus
0	illi
PRS-B	Vorenus
0	et
0	laboranti
0	subvenit
0	.

0	Ad
0	hunc
0	se
0	confestim
0	a
PRS-B	Pullone
0	omnis
0	multitudo
0	convertit
0	<COLON>
0	illum
0	veruto
0	arbitrantur
0	occisum
0	.

0	Gladio
0	comminus
0	rem
0	gerit
PRS-B	Vorenus
0	atque
0	uno
0	interfecto
0	reliquos
0	paulum
0	propellit
0	;

0	dum
0	cupidius
0	instat
0	,
0	in
0	locum
0	deiectus
0	inferiorem
0	concidit
0	.

0	Huic
0	rursus
0	circumvento
0	fert
0	subsidium
PRS-B	Pullo
0	,
0	atque
0	ambo
0	incolumes
0	compluribus
0	interfectis
0	summa
0	cum
0	laude
0	sese
0	intra
0	munitiones
0	recipiunt
0	.

0	Sic
0	fortuna
0	in
0	contentione
0	et
0	certamine
0	utrumque
0	versavit
0	,
0	ut
0	alter
0	alteri
0	inimicus
0	auxilio
0	salutique
0	esset
0	,
0	neque
0	diiudicari
0	posset
0	,
0	uter
0	utri
0	virtute
0	anteferendus
0	videretur
0	.

0	Quanto
0	erat
0	in
0	dies
0	gravior
0	atque
0	asperior
0	oppugnatio
0	,
0	et
0	maxime
0	quod
0	magna
0	parte
0	militum
0	confecta
0	vulneribus
0	res
0	ad
0	paucitatem
0	defensorum
0	pervenerat
0	,
0	tanto
0	crebriores
0	litterae
0	nuntiique
0	ad
PRS-B	Caesarem
0	mittebantur
0	;

0	quorum
0	pars
0	deprehensa
0	in
0	conspectu
0	nostrorum
0	militum
0	cum
0	cruciatu
0	necabatur
0	.

0	Erat
0	unus
0	intus
GRP-B	Nervius
0	nomine
PRS-B	Vertico
0	,
0	loco
0	natus
0	honesto
0	,
0	qui
0	a
0	prima
0	obsidione
0	ad
PRS-B	Ciceronem
0	perfugerat
0	suamque
0	ei
0	fidem
0	praestiterat
0	.

0	Hic
0	servo
0	spe
0	libertatis
0	magnisque
0	persuadet
0	praemiis
0	,
0	ut
0	litteras
0	ad
PRS-B	Caesarem
0	deferat
0	.

0	Has
0	ille
0	in
0	iaculo
0	illigatas
0	effert
0	et
GRP-B	Gallus
0	inter
GRP-B	Gallos
0	sine
0	ulla
0	suspicione
0	versatus
0	ad
PRS-B	Caesarem
0	pervenit
0	.

0	Ab
0	eo
0	de
0	periculis
PRS-B	Ciceronis
0	legionisque
0	cognoscitur
0	.

PRS-B	Caesar
0	acceptis
0	litteris
0	hora
0	circiter
0	XI
0	diei
0	statim
0	nuntium
0	in
GRP-B	Bellovacos
0	ad
PRS-B	M.
PRS-I	Crassum
0	quaestorem
0	mittit
0	,
0	cuius
0	hiberna
0	aberant
0	ab
0	eo
0	milia
0	passuum
0	XXV
0	;

0	iubet
0	media
0	nocte
0	legionem
0	proficisci
0	celeriterque
0	ad
0	se
0	venire
0	.

0	Exit
0	cum
0	nuntio
PRS-B	Crassus
0	.

0	Alterum
0	ad
PRS-B	Gaium
PRS-I	Fabium
0	legatum
0	mittit
0	,
0	ut
0	in
GRP-B	Atrebatium
0	fines
0	legionem
0	adducat
0	,
0	qua
0	sibi
0	iter
0	faciendum
0	sciebat
0	.

0	Scribit
PRS-B	Labieno
0	,
0	si
0	rei
0	publicae
0	commodo
0	facere
0	posset
0	,
0	cum
0	legione
0	ad
0	fines
GRP-B	Nerviorum
0	veniat
0	.

0	Reliquam
0	partem
0	exercitus
0	,
0	quod
0	paulo
0	aberat
0	longius
0	,
0	non
0	putat
0	exspectandam
0	;

0	equites
0	circiter
0	quadringentos
0	ex
0	proximis
0	hibernis
0	colligit
0	.

0	Hora
0	circiter
0	tertia
0	ab
0	antecursoribus
0	de
PRS-B	Crassi
0	adventu
0	certior
0	factus
0	eo
0	die
0	milia
0	passuum
0	XX
0	procedit
0	.

PRS-B	Crassum
GEO-B	Samarobrivae
0	praeficit
0	legionemque
0	attribuit
0	,
0	quod
0	ibi
0	impedimenta
0	exercitus
0	,
0	obsides
0	civitatum
0	,
0	litteras
0	publicas
0	frumentumque
0	omne
0	quod
0	eo
0	tolerandae
0	hiemis
0	causa
0	devexerat
0	relinquebat
0	.

PRS-B	Fabius
0	,
0	ut
0	imperatum
0	erat
0	,
0	non
0	ita
0	multum
0	moratus
0	in
0	itinere
0	cum
0	legione
0	occurrit
0	.

PRS-B	Labienus
0	interitu
PRS-B	Sabini
0	et
0	caede
0	cohortium
0	cognita
0	,
0	cum
0	omnes
0	ad
0	eum
GRP-B	Treverorum
0	copiae
0	venissent
0	,
0	veritus
0	,
0	si
0	ex
0	hibernis
0	fugae
0	similem
0	profectionem
0	fecisset
0	,
0	ut
0	hostium
0	impetum
0	sustinere
0	posset
0	,
0	praesertim
0	quos
0	recenti
0	victoria
0	efferri
0	sciret
0	,
0	litteras
PRS-B	Caesari
0	remittit
0	,
0	quanto
0	cum
0	periculo
0	legionem
0	ex
0	hibernis
0	educturus
0	esset
0	;

0	rem
0	gestam
0	in
GRP-B	Eburonibus
0	perscribit
0	;

0	docet
0	omnes
0	equitatus
0	peditatusque
0	copias
GRP-B	Treverorum
0	tria
0	milia
0	passuum
0	longe
0	ab
0	suis
0	castris
0	consedisse
0	.

PRS-B	Caesar
0	consilio
0	eius
0	probato
0	,
0	etsi
0	opinione
0	trium
0	legionum
0	deiectus
0	ad
0	duas
0	redierat
0	,
0	tamen
0	unum
0	communis
0	salutis
0	auxilium
0	in
0	celeritate
0	ponebat
0	.

0	Venit
0	magnis
0	itineribus
0	in
GRP-B	Nerviorum
0	fines
0	.

0	Ibi
0	ex
0	captivis
0	cognoscit
0	,
0	quae
0	apud
PRS-B	Ciceronem
0	gerantur
0	,
0	quantoque
0	in
0	periculo
0	res
0	sit
0	.

0	Tum
0	cuidam
0	ex
0	equitibus
GRP-B	Gallis
0	magnis
0	praemiis
0	persuadet
0	uti
0	ad
PRS-B	Ciceronem
0	epistolam
0	deferat
0	.

0	Hanc
GRP-B	Graecis
0	conscriptam
0	litteris
0	mittit
0	,
0	ne
0	intercepta
0	epistola
0	nostra
0	ab
0	hostibus
0	consilia
0	cognoscantur
0	.

0	Si
0	adire
0	non
0	possit
0	,
0	monet
0	ut
0	tragulam
0	cum
0	epistola
0	ad
0	amentum
0	deligata
0	intra
0	munitionem
0	castrorum
0	abiciat
0	.

0	In
0	litteris
0	scribit
0	se
0	cum
0	legionibus
0	profectum
0	celeriter
0	adfore
0	;

0	hortatur
0	ut
0	pristinam
0	virtutem
0	retineat
0	.

GRP-B	Gallus
0	periculum
0	veritus
0	,
0	ut
0	erat
0	praeceptum
0	,
0	tragulam
0	mittit
0	.

0	Haec
0	casu
0	ad
0	turrim
0	adhaesit
0	neque
0	ab
0	nostris
0	biduo
0	animadversa
0	tertio
0	die
0	a
0	quodam
0	milite
0	conspicitur
0	,
0	dempta
0	ad
PRS-B	Ciceronem
0	defertur
0	.

0	Ille
0	perlectam
0	in
0	conventu
0	militum
0	recitat
0	maximaque
0	omnes
0	laetitia
0	adficit
0	.

0	Tum
0	fumi
0	incendiorum
0	procul
0	videbantur
0	;

0	quae
0	res
0	omnem
0	dubitationem
0	adventus
0	legionum
0	expulit
0	.

GRP-B	Galli
0	re
0	cognita
0	per
0	exploratores
0	obsidionem
0	relinquunt
0	,
0	ad
PRS-B	Caesarem
0	omnibus
0	copiis
0	contendunt
0	.

0	Hae
0	erant
0	armata
0	circiter
0	milia
0	LX
0	.

PRS-B	Cicero
0	data
0	facultate
GRP-B	Gallum
0	ab
0	eodem
PRS-B	Verticone
0	,
0	quem
0	supra
0	demonstravimus
0	,
0	repetit
0	,
0	qui
0	litteras
0	ad
PRS-B	Caesarem
0	deferat
0	;

0	hunc
0	admonet
0	,
0	iter
0	caute
0	diligenterque
0	faciat
